,inputs,targets,language,language_code,annotation_type,user_id
2350,Kan moy njiitu réewum Gambie?,Adama Barrow Moy njiitu réewum Gambie ,Wolof,wol,re-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2351,"Ci ban kembaar la réwum Syrie nékk
",Réwum Syrie mu ngi nékk ci kembaar bi ñuy wakh Asie,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2352,"Indil péeteg waat yi ci kàddu gii: Cyril Ramaphosa njaatigel réewum Àfrig di Sidd xàmle na ne moo ngi séentu Putin teew ci ndàjem BRICS yi ci weer u uut, doonte réewum Àfrig di Sidd aangu na ci jàpp ko yòbbu ca Ëtt u Daan Réew yi (CPI).","Waat yi nekk ci kàddu gii di ""Cyril Ramaphosa njaatigel réewum Àfrig di Sidd xàmle na ne moo ngi séentu Putin teew ci ndàjem BRICS yi ci weer u uut, doonte réewum Àfrig di Sidd aangu na ci jàpp ko yòbbu ca Ëtt u Daan Réew yi (CPI)."" ak séen i péete ñoo di:
Cyril: PROPN
Ramaphosa: PROPN
njaatigel: NOUN
réewum: NOUN
Àfrig: PROPN
di: ADP
Sidd: NOUN
xàmle: VERB
na: AUX
ne: SCONJ
mu: PRON
a: AUX
ngi: AUX
séentu: VERB
Putin: PROPN
teew: VERB
ci: ADP
ndàjem: NOUN
BRICS: PROPN
yi: DET
ci: ADP
weer: NOUN
u: ADP
uut: NOUN
,: PUNCT
doonte: SCONJ
réewum: NOUN
Àfrig: PROPN
di: ADP
Sidd: NOUN
aangu: VERB
na: AUX
ci: ADP
jàpp: VERB
ko: PRON
yòbbu: VERB
ca: ADP
Ëtt: NOUN
u: ADP
Daan: NOUN
Réew: NOUN
yi: DET
(: PUNCT
CPI: PROPN
): PUNCT
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2353,"Ci ban kembaar la réwum Hongrie nékk
",Réwum Hongrie mu ngi nékk ci kembaar bi ñuy wakh Europe,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2354,"Jox ma péeteg waat yi ci kàddu gii: Yaa wàr a yeesal sa gìsìin ci waaréew mi, ràwati na ndaw ñii di xeex lu bon li fi ne.","Waat yi nekk ci kàddu gii di ""Yaa wàr a yeesal sa gìsìin ci waaréew mi, ràwati na ndaw ñii di xeex lu bon li fi ne."" ak séen i péete ñoo di:
Ya: PRON
a: AUX
wàr: VERB
a: PART
yeesal: VERB
sa: PRON
gìsìin: NOUN
ci: ADP
waaréew: NOUN
mi: DET
,: PUNCT
ràwati: VERB
na: AUX
ndaw: NOUN
ñii: DET
di: AUX
xeex: VERB
lu: PRON
bon: ADJ
li: PRON
fi: ADV
ne: VERB
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2355,"Ndàx mbind mii jub na?
Moo ndax saa su ñu kóllaranteek [Yàlla] ab dëel, kurél ci ñoom firi ko? Li wér mooy li ëpp ci ñoom gëmuñu.","Déedet; jubul cocc ba coset. Mbeqi ma a ngii:
Moo ndàx saa su ñu kóllarantee'k [Yàlla] ab dëhal, kurel ci ñoom firi ko? Li wér moo'y li ëpp ci ñoom gëmu ñu.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2356,"Ndàx mbind mii jub na?
Topp Nu dekkal leen ginnaaw ba ngeen deewee, ndax Yàlla ngeen di sant [seen Boroom].","Déedet; jubul cocc ba coset. Mbeqi ma a ngii:
Topp Nu dekkal léen ginnaaw ba ngéen deewee, ndàx Yàlla ngéen di sant [séen Boroom].",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2357,"Ci ban kembaar la réwum Bulgarie nékk
",Réwum Bulgarie mu ngi nékk ci kembaar bi ñuy wakh Europe,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2358,"Àtum jant bi ak mu weer wi, mu ci jiitu ?",Arminaatu weeru-jant,Wolof,wol,re-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2359,Kan moo bind téereb Bescherelle ?,Lyon Sprague de Camp.,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
2360,Fann mooy péeyum réewum Togo,Lomé,Wolof,wol,original-annotations,5dd72f79339c0e053085bf742a0ce2de4f9453af07df5a4a8672226327d7694e
2361,"Kinshasa mooy gëblag man réew?
","Kinshasa mooy gëblag réewum République Démocratique du Congo.
",Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
2362,"Alger mooy péeyu man réew?
","Alger mooy gëblag réewum Algérie.
",Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
2363,"Yan ñooy joxe SIDA ?	
",Doomu jàngoro VIH1 wàlla VIH2.,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
2364,"Joxeel péeteg waat yi ci kàddu gii: Ndàxam sox yaa nga'y wéy di gooliku ca kaw Kiev, waaye tàxut ndaw i saa-àfrig ya'y doxi tànk i jàmm dellu ginnaaw; sumbub nemmiku baa nga'y wéy.","Waat yi nekk ci kàddu gii di ""Ndàxam sox yaa nga'y wéy di gooliku ca kaw Kiev, waaye tàxut ndaw i saa-àfrig ya'y doxi tànk i jàmm dellu ginnaaw; sumbub nemmiku baa nga'y wéy."" ak séen i péete ñoo di:
Ndàxam: ADV
sox: NOUN
ya: DET
a: AUX
nga: AUX
'y: AUX
wéy: VERB
di: AUX
gooliku: VERB
ca: ADP
kaw: NOUN
Kiev: PROPN
,: PUNCT
waaye: CCONJ
tàxut: ADJ
ndaw: NOUN
i: ADP
saa-àfrig: NOUN
ya: DET
'y: AUX
doxi: VERB
tànk: NOUN
i: ADP
jàmm: NOUN
dellu: VERB
ginnaaw: ADV
;: PUNCT
sumbub: NOUN
nemmiku: NOUN
ba: DET
a: AUX
nga: AUX
'y: AUX
wéy: VERB
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2365,Wolof Njaay neena ,Lëk su lekkee alom nako gërëme coy !,Wolof,wol,original-annotations,40bf9dff73a8546bdb708a6864a264284e6279b06630b30a46c27f5d20f3f168
2366,"Fan moy péeyum réwum Botswana
",Péeyum réwum Botswana mu ngi tudu Gaborone,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2367,Kan moo nekoon Yallay jant bi ca Esipt gu njëkk nga ?,Râ.,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
2368,"Joxeel péeteg waat yi ci kàddu gii: Yor daamar i bittim réew, mbir mu'y xewwi la, li nu'y defar lees di dawal.","Waat yi nekk ci kàddu gii di ""Yor daamar i bittim réew, mbir mu'y xewwi la, li nu'y defar lees di dawal."" ak séen i péete ñoo di:
Yor: VERB
daamar: NOUN
i: ADP
bittim: NOUN
réew: NOUN
,: PUNCT
mbir: NOUN
mu: PRON
'y: AUX
xewwi: VERB
la: AUX
,: PUNCT
li: PRON
nu: PRON
'y: AUX
defar: VERB
lees: VERB
di: AUX
dawal: VERB
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2369,"Ndàx mbind mii jub na?
Aadama jot na baat ya [baati tuub] bawoo ca Boroomam, Mu daldi ko jéggal, ndax Moom moo di Jéggalaakoon bi, di Jaglewaakoon bi.","Déedet; jubul cocc ba coset. Mbeqi ma a ngii:
Aadama jot na baat ya [baati tuub] bawoo ca Boroomam, Mu daldi ko jéggal, ndàx Moom moo di Jéggalaakoon bi, di Jaglewaakoon bi.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2370,"Joxeel péeteg waat yi ci kàddu gii: Buum gi Boole Caabal gi (CAP) xàmle na tay ci àjjuma ji, ci ab jànoo ak saabalkat yi ne, 23 suyĩ 2023 bìs bu dul àm caabal la'y doon. Da ñoo jël dogal boobu ngìr naqarlu jàpp bu bàri bi saabalkat saa-senegaal yi di jànkoonteel ay weer a ngii.","Waat yi nekk ci kàddu gii di ""Buum gi Boole Caabal gi (CAP) xàmle na tay ci àjjuma ji, ci ab jànoo ak saabalkat yi ne, 23 suyĩ 2023 bìs bu dul àm caabal la'y doon. Da ñoo jël dogal boobu ngìr naqarlu jàpp bu bàri bi saabalkat saa-senegaal yi di jànkoonteel ay weer a ngii."" ak séen i péete ñoo di:
Buum: NOUN
gi: PRON
Boole: VERB
Caabal: NOUN
gi: DET
(: PUNCT
CAP: PROPN
): PUNCT
xàmle: VERB
na: AUX
tay: ADV
ci: ADP
àjjuma: NOUN
ji: DET
,: PUNCT
ci: ADP
ab: DET
jànoo: NOUN
ak: ADP
saabalkat: NOUN
yi: DET
ne: SCONJ
,: PUNCT
23: NUM
suyĩ: NOUN
2023: NUM
bìs: NOUN
bu: PRON
dul: AUX
àm: ADJ
caabal: NOUN
la: AUX
'y: AUX
doon: ADJ
.: PUNCT
Da: AUX
ñu: PRON
a: AUX
jël: VERB
dogal: NOUN
boobu: DET
ngìr: SCONJ
naqarlu: VERB
jàpp: NOUN
bu: PRON
bàri: ADJ
bi: PRON
saabalkat: NOUN
saa-senegaal: NOUN
yi: DET
di: AUX
jànkoonteel: VERB
ay: DET
weer: NOUN
a: AUX
ngi: AUX
nii: ADV
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2371,"Jox ma péeteg waat yi ci kàddu gii: Cyril Ramaphosa njaatigel réewum Àfrig di Sidd xàmle na ne moo ngi séentu Putin teew ci ndàjem BRICS yi ci weer u uut, doonte réewum Àfrig di Sidd aangu na ci jàpp ko yòbbu ca Ëtt u Daan Réew yi (CPI).","Waat yi nekk ci kàddu gii di ""Cyril Ramaphosa njaatigel réewum Àfrig di Sidd xàmle na ne moo ngi séentu Putin teew ci ndàjem BRICS yi ci weer u uut, doonte réewum Àfrig di Sidd aangu na ci jàpp ko yòbbu ca Ëtt u Daan Réew yi (CPI)."" ak séen i péete ñoo di:
Cyril: PROPN
Ramaphosa: PROPN
njaatigel: NOUN
réewum: NOUN
Àfrig: PROPN
di: ADP
Sidd: NOUN
xàmle: VERB
na: AUX
ne: SCONJ
mu: PRON
a: AUX
ngi: AUX
séentu: VERB
Putin: PROPN
teew: VERB
ci: ADP
ndàjem: NOUN
BRICS: PROPN
yi: DET
ci: ADP
weer: NOUN
u: ADP
uut: NOUN
,: PUNCT
doonte: SCONJ
réewum: NOUN
Àfrig: PROPN
di: ADP
Sidd: NOUN
aangu: VERB
na: AUX
ci: ADP
jàpp: VERB
ko: PRON
yòbbu: VERB
ca: ADP
Ëtt: NOUN
u: ADP
Daan: NOUN
Réew: NOUN
yi: DET
(: PUNCT
CPI: PROPN
): PUNCT
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2372,"Ci ban kembaar la réwum Pays-Bas nékk
",Réwum Pays-Bas mu ngi nékk ci kembaar bi ñuy wakh Europe,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2373,"Caracas moy péeyu ban réw?
","Caracas moy péeyu réwum Venezuela
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2374,"Ci gan kembaar la réewum Malte nekk
",Réewum Malte mu ngi nekk ci kembaaru Europe,Wolof,wol,re-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
2375,Ci ban kembaar la réwum Guinée nékk,Réwum Guinée mu ngi nékk ci kembaar bi ñuy wakh Afrique,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2376,"Port Louis mooy péeyub bann réew?
","Port Louis mooy péeyub réewum Île Maurice
",Wolof,wol,re-annotations,5dd72f79339c0e053085bf742a0ce2de4f9453af07df5a4a8672226327d7694e
2377,"Tallinn mooy gëblag man réew?
","Tallinn mooy gëblag réewum Estonie.
",Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
2378,Jox ma péeteg waat yi ci kàddu gii: Sa'y jaar-jaar ak sa'y àt tàx na'ñ àmeel na nu weg la.,"Waat yi nekk ci kàddu gii di ""Sa'y jaar-jaar ak sa'y àt tàx na'ñ àmeel na nu weg la."" ak séen i péete ñoo di:
Sa: PRON
'y: DET
jaar-jaar: NOUN
ak: CCONJ
sa: PRON
'y: DET
àt: NOUN
tàx: VERB
na: AUX
'ñ: PRON
àmeel: VERB
na: AUX
nu: PRON
weg: VERB
la: PRON
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2379,Bàn bis a topp ci Gaawu?,"Dibeer moo topp ci gaawu. Te moo'y bis bi mujj ci'g ày-u-bis. Réew yu bàri bisub nopplu la'ñ ko def, ñeel liggeeykat yi.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2380,"Indil péeteg waat yi ci kàddu gii: Éy yéen nit ñi! Noo léen bind ci góor ak jigeen, def Na nu léen ngéen di ay giir ak i xeet, ngìr ngéen xàmante. Ki gën a tedd ci yéen, fa Yàlla, moo di ki gën a ragal Yàlla ci yéen. Yàlla de Ku xam la Ku xàmmee la.","Waat yi nekk ci kàddu gii di ""Éy yéen nit ñi! Noo léen bind ci góor ak jigeen, def Na nu léen ngéen di ay giir ak i xeet, ngìr ngéen xàmante. Ki gën a tedd ci yéen, fa Yàlla, moo di ki gën a ragal Yàlla ci yéen. Yàlla de Ku xam la Ku xàmmee la."" ak séen i péete ñoo di:
Éy: INTJ
yéen: PRON
nit: NOUN
ñi: DET
!: PUNCT
Nu: PRON
a: AUX
léen: PRON
bind: VERB
ci: ADP
góor: NOUN
ak: CCONJ
jigeen: NOUN
,: PUNCT
def: VERB
Na: AUX
nu: PRON
léen: PRON
ngéen: PRON
di: AUX
ay: DET
giir: NOUN
ak: CCONJ
i: DET
xeet: NOUN
,: PUNCT
ngìr: SCONJ
ngéen: PRON
xàmante: VERB
.: PUNCT
Ki: PRON
gën: ADV
a: PART
tedd: ADJ
ci: ADP
yéen: PRON
,: PUNCT
fa: ADV
Yàlla: PROPN
,: PUNCT
mu: PRON
a: AUX
di: AUX
ki: PRON
gën: ADV
a: PART
ragal: VERB
Yàlla: NOUN
ci: ADP
yéen: PRON
.: PUNCT
Yàlla: PROPN
de: ADV
Ku: PRON
xàm: ADJ
la: AUX
Ku: PRON
xàmme: ADJ
la: AUX
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2381,"Achgabat moy péeyu ban réw?
","Achgabat moy péeyu réwum Turkménistan
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2382,"Bissau mooy gëblag man réew?
","Bissau mooy gëblag réewum Guinée-Bissau.
",Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
2383,"Melekeok moy péeyu ban réw?
","Melekeok moy péeyu réwum Palaos
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2384,"Fan mooy gëblag réewum Thaïlande?
","Gëblag réewum Thaïlande mu ngi tudd Bangkok.
",Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
2385,"Beqil ma mbind mii:
Ñu ne: ""Ñaanal nu sa Boroom mu leeral nu luy meloom"". - Mu ne: ""Naka Moom nee na: nag wa du wu màggat, du aw sëll, dafa digg-dóomu. Def leen li ñu leen sant"".","Mbind mi jub a ngi nii:
Ñu ne: ""Ñaanal nu sa Boroom mu leeral nu lu'y meloom"". - Mu ne: ""Naka Moom nee na: nag wa du wu màggat, du aw sëll, da fa digg-dóomu. Defléen li ñu léen sant"".",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2386,"Jubbantil mbind mii:
Ña gëm ak ña di Yahuud, ak i Nasraan, ak i Saabiina, ku ca settantal ba dëddu la mu jàppoon, gëm Yàlla ak Bis-pénc ba, gëm Muhammad tey jëf lu yiw , danañu fekk seen pey ca Yàlla; te duñu tiit te duñu jàq.","Mbind mi jub a ngi nii:
Ña gëm ak ña di Yahuud, ak i Nasraan, ak i Saabiina, ku ca settantal ba dëddu la mu jàppoon, gëm Yàlla ak Bis-pénc ba, gëm Muhammad te'y jëf lu yiw, da na ñu fekk séen pay ca Yàlla; te du ñu tiit te du ñu jàq.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2387,"Ci ban kembaar la réwum Mongolie nékk
",Réwum Mongolie mu ngi nékk ci kembaar bi ñuy wakh Asie,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2388,"Ndàx mbind mii jub na?
Wote bi nu dëgmal, ñépp xam na ñu ko, wote bu jeggi dayoo la: ndax ci la ëllëgu réew mi aaju! Wote tànn la wan yoon la Senegaal war a teggu jëm ca kanam mbaa mu teggi ko, dellu gannaaw: lawla cat! Wante li ñu soxal ci jukki bii, lu lëkkëloog loolu gaa, wante leneen la. Loo xam ne soo ko seetloo, dafa mel ni dafa am jàllarbi ci ni “politiciens” di jëfandikoo làkki réew mi! Li ñu leen doon faral di wax mooy: demokaraasi ci làkki-jambuur ay kácci neen la, mënu la nekk! Ndax demokaraasi mooy nguuru askan wi ngir askan wi!","Déedet; jubul cocc ba coset. Mbeqi ma a ngii:
Wote bi nu dëgmal, ñépp xàm na ñu ko, wote bu jéggi dayo la: ndàx ci la ëllag u réew mi aju! Wote tànn la, wàn yoon la Senegaal wàr a tegu jëm ca kanam mbaa mu teggi ko, dellu gannaaw: lawla càt!
Waante li ñu soxal ci jukki bii, lu lëkkaloo'g loolu gaa, waante leneen la. Loo xàm ne soo ko seetloo, da fa mel ni da fa àm jàllarbi ci ni ""politiciens"" di jëfandikoo làkk i réew mi! Li ñu léen doon faral di wàx moo'y: demokaraasi ci làkk i jaambur ay kàcc i neen la, manul a nekk! Ndàx demokaraasi moo'y ngùur u àskan wi ngìr askan wi!",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2389,"Ndàx mbind mii jub na?
Ña gëm ak ña di Yahuud, ak i Nasraan, ak i Saabiina, ku ca settantal ba dëddu la mu jàppoon, gëm Yàlla ak Bis-pénc ba, gëm Muhammad tey jëf lu yiw , danañu fekk seen pey ca Yàlla; te duñu tiit te duñu jàq.","Déedet; jubul cocc ba coset. Mbeqi ma a ngii:
Ña gëm ak ña di Yahuud, ak i Nasraan, ak i Saabiina, ku ca settantal ba dëddu la mu jàppoon, gëm Yàlla ak Bis-pénc ba, gëm Muhammad te'y jëf lu yiw, da na ñu fekk séen pay ca Yàlla; te du ñu tiit te du ñu jàq.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2390,"Ndàx mbind mii jub na?
–Malaaka ya ne ko: ""Tuddu nanu sa sell gi! Amunu benn xam-xam lu dul loo nu xamal. Ndax Yaw yaay ki xam, Yaay ki xereñ"".","Déedet; jubul cocc ba coset. Mbeqi ma a ngii:
–Malaaka ya ne ko: ""Tudd na nu sa sell gi! Àmu nu benn xàm-xàm lu dul loo nu xàmal. Ndàx Yaw yaa'y ki xàm, Yaa'y ki xereñ"".",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2391,"Ndàx mbind mii jub na?
Ak ba Muusaa waxee aw nitam: ""Samaw nit, yéen tooñ ngeen seen bopp ci li ngeen jaamu yëkk wa. Na ngeen baalu seen Boroom; te ngeen reyante yéen [ñi bokkoon ci moy Yàlla googu] : Looloo gën ci yéen ca seen Boroom"" !... Kon mu jéggal leen ndax moom mooy Jéggalaakoon ba, di Jaglewaakoon ba!","Déedet; jubul cocc ba coset. Mbeqi ma a ngii:
Ak ba Muusaa wàxee aw nitam: ""Sama'w nit, yéen tooñ ngéen séen bopp ci li ngéen jaamu yëkk wa. Na ngéen baalu séen Boroom; te ngéen rayante yéen [ñi bokkoon ci moy Yàlla googu]: Looloo gën ci yéen ca séen Boroom""!... Kon mu jéggal léen ndàx moom moo'y Jéggalaakoon ba, di Jaglewaakoon ba!",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2392,"Ndàx man ngaa jubbanti mbind mii?
Moo ndax saa su ñu kóllaranteek [Yàlla] ab dëel, kurél ci ñoom firi ko? Li wér mooy li ëpp ci ñoom gëmuñu.","Waaw! Mi ngii:
Moo ndàx saa su ñu kóllarantee'k [Yàlla] ab dëhal, kurel ci ñoom firi ko? Li wér moo'y li ëpp ci ñoom gëmu ñu.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2393,Ci ban kembaar la réwum Tanzanie nékk,Réwum Soudan du Sud mu ngi nékk ci kembaar bi ñuy wakh Afrique,Wolof,wol,re-annotations,5dd72f79339c0e053085bf742a0ce2de4f9453af07df5a4a8672226327d7694e
2394,Fan mooy gëblag Almaañ ?,Berlin.,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
2395,Jox ma péeteg waat yi ci kàddu gii: Way-gëm ña ay bokk la ñu.,"Waat yi nekk ci kàddu gii di ""Way-gëm ña ay bokk la ñu."" ak séen i péete ñoo di:
Way-gëm: NOUN
ña: DET
ay: DET
bokk: NOUN
la: AUX
ñu: PRON
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2396,Kañ la Ginne Konaakiri moom boppam ?,Ginne Konaakiri moom na boppam 2 oktoobar 1958. Bokk na ci réew yi njëkk a moom sen bopp ci Afrig soowu jànt.,Wolof,wol,original-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
2397,"Lat Joor, kàñ la kóddi ?",26 Oktoobar 1886,Wolof,wol,re-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2398,Indil péeteg waat yi ci kàddu gii: Yàlla ajidoylu la ci boppam waliis ay mbindeefam.,"Waat yi nekk ci kàddu gii di ""Yàlla ajidoylu la ci boppam waliis ay mbindeefam."" ak séen i péete ñoo di:
Yàlla: PROPN
ajidoylu: NOUN
la: AUX
ci: ADP
boppam: NOUN
waliis: ADP
ay: DET
mbindeefam: NOUN
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2399,"Ndàx mbind mii jub na?
Ak ba ngeen waxee ne: "" Yaw Muusaa, dunu la gëm ba ba nuy gis Yàlla ne jàkk ci Moom"" !... Faf xaacu ga fàdd leen, ngeen di gis loolu.","Déedet; jubul cocc ba coset. Mbeqi ma a ngii:
Ak ba ngéen wàxee ne: ""Yaw Muusaa, du nu la gëm ba ba nu'y gìs Yàlla ne jàkk ci Moom""!... Faf xaacu ga fàdd léen, ngéen di gìs loolu.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2400,Yàn loy a àm ci Wolof?,"Loy i Wolof yi, yii lañ: a, à, ã, b, c, d, e, ẽ, é, ë, f, g, h, i, ì, ĩ, j, k, l, m, n, ŋ, ñ, o, ó, õ, p, q, r, s, t, u, ù, ũ, w, x, y",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2401,Foo dëkk ?,... laa dëkk .,Wolof,wol,original-annotations,dedf85c83ebbd6831141fb688a5cdffaa2314684de7ac46111730ff31ba9a1e8
2402,Joxeel péeteg waat yi ci kàddu gii: Dees na wéyal fippig Sàrt bu Kawe bi!,"Waat yi nekk ci kàddu gii di ""Dees na wéyal fippig Sàrt bu Kawe bi!"" ak séen i péete ñoo di:
Dees: AUX
na: AUX
wéyal: VERB
fippig: NOUN
Sàrt: NOUN
bu: PRON
Kawe: ADJ
bi: DET
!: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2403,"Ndàx mbind mii jub na?
[Fàttelikul] Ba Nu nee Maalaaka ya sujjóotleen ci Aadama, ñu sujjóot ba mu des Ibliis, dafa lànk rëy-rëylu daldi bokk ca way-weddi ya.","Déedet; jubul cocc ba coset. Mbeqi ma a ngii:
[Fàttlikul] Ba Nu nee Maalaaka ya sujjóotléen ci Aadama, ñu sujjóot ba mu des Ibliis, da fa lànk rëy-rëylu daldi bokk ca wayweddi ya.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2404,Joxeel péeteeg waat yi ci kàddu gii: Ci wàllu xay Kajoor moo doonoon seetub Senegaal.,"Waat yi nekk ci kàddu gii di ""Ci wàllu xay Kajoor moo doonoon seetub Senegaal."" ak séen i péete:
Ci: ADP
wàllu: NOUN
xay: NOUN
Kajoor: PROPN
moo: _
mu: PRON
a: AUX
doonoon: VERB
seetub: NOUN
Senegaal: PROPN
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
2405,"Pristina moy péeyu ban réw?
","Pristina moy péeyu réwum Kosovo
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2406,Ci ban kembaar la réwum Mali nékk,Réwum Mali mu ngi nékk ci kembaar bi ñuy wakh Afrique,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
2407,"Jubbantil mbind mii:
[Fàttalikuleen] Ba ngeen reyee bakkan te ngeen jiiñante ko!... Te Yàlla génne la ngeen doon nëbb.","Mbind mi jub a ngi nii:
[Fàttlikuléen] Ba ngéen rayee bakkan te ngéen jiiñante ko!... Te Yàlla génne la ngéen doon nëbb.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
